1      	110     011	0.9968397350215162	
1       110     011	1.0236266855784266
1       110     011	1.0013808246826237
1       110     011	1.0076657370792657
1       110     011	0.9901842193344157
1       1100    0111	1.0091177590116154
2       0110    0101	1.0186488712278243
?       0       0
3       1101    0011	1.0063309877210693
3       0111    1001	0.9992014885363272
1       11000   01111	1.0114756544712191
3       00110   00011	0.9884565434236016
?       0       0
4       01001   00111	1.0074202289459369
4       10001   01111	1.0213070581071897
0       111000  100111	1.0002484839581702
?       100111  011111
4       000110  000011	0.9867663110876443
5       010001  001111	1.0098818608497693
5       110001  001111	1.0004381692820434
5       0000110 0000011	1.0012212354366834
0       1100000 1011111	1.0339624425282836
0       1100000 1011111	1.0300534709479678
6       0110001 0001111	1.0145563695550952
6       0100001 0011111	1.0509738469525236
1       11110000        01001111	0.9911793716240124
0       11000000        10111111	1.0562127384800863
0       11000000        10111111	1.0608170043194212
7       00111111        11000001	0.9950730988693549
7       00110001        00001111	1.0029548888817401
1       111100000       010011111	0.9907674141127335
0       111000000       100111111	0.9998539710758586
0       110000000       101111111	1.0636071112830057
8       001111111       110000001	0.9998937279612097
8       001110001       000001111	0.9938390035553255
9      0000111111      1111000001	0.9772670667005668
9      0000000111      0001100001	0.9955905830497725
9      0001111111      1100000001	1.0206905048106254
9      0001111111      1100000001	1.0154953303821923
9      0110000001      0001111111	1.0615877862678336
